Время, сек;Давление (избыточное), кПа;Температура,°С
33417;3399,05;0,74
33418;3399,05;0,74
33419;3399,05;0,74
33420;3399,05;0,74
33421;3399,05;0,74
33422;3399,05;0,74
33423;3399,05;0,74
33424;3399,05;0,74
33425;3399,05;0,74
33426;3399,05;0,74
33427;3399,05;0,74
33428;3399,05;0,74
33429;3399,05;0,74
33430;3399,05;0,74
33431;3399,05;0,74
33432;3399,05;0,74
33433;3398,67;0,74
33434;3398,67;0,74
33435;3398,67;0,74
33436;3398,67;0,74
33437;3398,67;0,74
33438;3398,67;0,74
33439;3398,67;0,74
33440;3398,67;0,74
33441;3398,67;0,74
33442;3398,67;0,74
33443;3398,67;0,74
33444;3399,05;0,74
33445;3399,05;0,74
33446;3399,05;0,74
33447;3399,05;0,74
33448;3399,05;0,74
33449;3399,05;0,74
33450;3399,05;0,74
33451;3399,05;0,74
33452;3399,05;0,74
33453;3399,05;0,74
33454;3399,05;0,74
33455;3399,05;0,74
33456;3399,05;0,74
33457;3399,05;0,74
33458;3399,05;0,74
33459;3399,05;0,74
33460;3399,05;0,74
33461;3399,05;0,74
33462;3399,05;0,74
33463;3398,67;0,74
33464;3398,67;0,74
33465;3398,67;0,74
33466;3398,67;0,74
33467;3398,67;0,74
33468;3398,29;0,74
33469;3398,29;0,74
33470;3398,29;0,74
33471;3398,29;0,74
33472;3397,91;0,74
33473;3397,91;0,74
33474;3397,91;0,74
33475;3397,91;0,74
33476;3397,91;0,74
33477;3397,91;0,74
33478;3397,91;0,74
33479;3397,91;0,74
33480;3397,91;0,74
33481;3397,91;0,74
33482;3398,29;0,74
33483;3398,29;0,74
33484;3398,29;0,74
33485;3398,29;0,74
33486;3398,29;0,74
33487;3398,29;0,74
33488;3398,29;0,74
33489;3398,29;0,74
33490;3398,29;0,74
33491;3398,29;0,74
33492;3398,29;0,74
33493;3398,29;0,74
33494;3398,29;0,74
33495;3398,29;0,74
33496;3398,29;0,74
33497;3398,29;0,74
33498;3398,29;0,74
33499;3398,29;0,74
33500;3398,29;0,74
33501;3398,29;0,74
33502;3398,29;0,74
33503;3398,29;0,74
33504;3398,29;0,74
33505;3398,29;0,74
33506;3397,91;0,74
33507;3397,91;0,74
33508;3397,52;0,74
33509;3397,14;0,74
33510;3396,76;0,74
33511;3396,38;0,74
33512;3396;0,74
33513;3395,62;0,74
33514;3395,23;0,74
33515;3395,23;0,74
33516;3394,85;0,74
33517;3394,09;0,74
33518;3394,47;0,74
33519;3394,47;0,74
33520;3394,47;0,74
33521;3394,47;0,74
33522;3394,47;0,74
33523;3394,47;0,74
33524;3394,47;0,74
33525;3394,47;0,74
33526;3394,47;0,74
33527;3394,47;0,74
33528;3394,47;0,74
33529;3394,47;0,74
33530;3394,47;0,74
33531;3394,47;0,74
33532;3394,47;0,74
33533;3394,47;0,74
33534;3394,85;0,74
33535;3394,85;0,74
33536;3394,85;0,74
33537;3394,85;0,74
33538;3394,85;0,74
33539;3394,85;0,74
33540;3394,85;0,74
33541;3394,85;0,74
33542;3394,85;0,74
33543;3394,47;0,74
33544;3394,47;0,74
33545;3394,47;0,74
33546;3394,47;0,74
33547;3394,47;0,74
33548;3394,47;0,74
33549;3394,47;0,74
33550;3394,47;0,74
33551;3394,47;0,74
33552;3394,47;0,74
33553;3394,47;0,74
33554;3394,47;0,74
33555;3394,47;0,74
33556;3394,47;0,74
33557;3394,09;0,74
33558;3394,09;0,74
33559;3394,09;0,74
33560;3394,09;0,74
33561;3394,09;0,74
33562;3394,09;0,74
33563;3393,71;0,74
33564;3393,71;0,74
33565;3393,71;0,74
33566;3393,71;0,74
33567;3393,71;0,74
33568;3393,33;0,74
33569;3393,33;0,74
33570;3393,33;0,74
33571;3393,33;0,74
33572;3393,33;0,74
33573;3393,33;0,74
33574;3393,33;0,74
33575;3393,33;0,74
33576;3392,94;0,74
33577;3392,94;0,74
33578;3392,94;0,74
33579;3392,94;0,74
33580;3392,94;0,74
33581;3392,94;0,74
33582;3392,56;0,74
33583;3392,56;0,74
33584;3392,94;0,74
33585;3392,94;0,74
33586;3392,94;0,74
33587;3392,94;0,74
33588;3392,94;0,74
33589;3392,94;0,74
33590;3393,33;0,74
33591;3393,33;0,74
33592;3393,33;0,74
33593;3393,33;0,74
33594;3393,33;0,74
33595;3393,33;0,74
33596;3393,33;0,74
33597;3393,33;0,74
33598;3393,33;0,74
33599;3393,33;0,74
33600;3393,33;0,74
33601;3393,33;0,74
33602;3393,33;0,74
33603;3393,33;0,74
33604;3393,33;0,74
33605;3393,33;0,74
33606;3393,33;0,74
33607;3393,33;0,74
33608;3392,94;0,74
33609;3392,94;0,74
33610;3392,94;0,74
33611;3392,94;0,74
33612;3392,94;0,74
33613;3392,94;0,74
33614;3392,94;0,74
33615;3392,56;0,74
33616;3392,94;0,74
33617;3392,94;0,74
33618;3392,56;0,74
33619;3392,56;0,74
33620;3392,56;0,74
33621;3392,94;0,74
33622;3392,94;0,74
33623;3392,56;0,74
33624;3392,56;0,74
33625;3392,94;0,74
33626;3392,56;0,74
33627;3392,56;0,74
33628;3392,56;0,74
33629;3392,56;0,74
33630;3392,94;0,74
33631;3392,94;0,74
33632;3392,94;0,74
33633;3392,94;0,74
33634;3392,94;0,74
33635;3392,94;0,74
33636;3392,94;0,74
33637;3392,56;0,74
33638;3392,56;0,74
33639;3392,56;0,74
33640;3392,56;0,74
33641;3392,56;0,74
33642;3392,56;0,74
33643;3392,56;0,74
33644;3392,56;0,74
33645;3392,56;0,74
33646;3392,56;0,74
33647;3392,56;0,74
33648;3392,56;0,74
33649;3392,94;0,74
33650;3392,94;0,74
33651;3392,94;0,74
33652;3392,94;0,74
33653;3392,94;0,74
33654;3392,94;0,74
33655;3392,94;0,74
33656;3392,56;0,74
33657;3392,56;0,74
33658;3392,56;0,74
33659;3392,56;0,74
33660;3392,56;0,74
33661;3392,18;0,74
33662;3392,18;0,74
33663;3392,18;0,74
33664;3391,8;0,74
33665;3391,8;0,74
33666;3392,18;0,74
33667;3391,8;0,74
33668;3391,8;0,74
33669;3391,8;0,74
33670;3391,8;0,74
33671;3392,18;0,74
33672;3392,18;0,74
33673;3392,18;0,74
33674;3392,18;0,74
33675;3392,18;0,74
33676;3392,18;0,74
33677;3392,18;0,74
33678;3392,18;0,74
33679;3392,18;0,74
33680;3392,18;0,74
33681;3392,18;0,74
33682;3392,56;0,74
33683;3392,56;0,74
33684;3392,56;0,74
33685;3392,56;0,74
33686;3392,56;0,74
33687;3392,56;0,74
33688;3392,56;0,74
33689;3392,56;0,74
33690;3392,56;0,74
33691;3392,56;0,74
33692;3392,56;0,74
33693;3392,56;0,74
33694;3392,18;0,74
33695;3392,18;0,74
33696;3392,18;0,74
33697;3392,18;0,74
33698;3392,18;0,74
33699;3392,18;0,74
33700;3392,18;0,74
33701;3392,18;0,74
33702;3392,18;0,74
33703;3392,18;0,74
33704;3392,18;0,74
33705;3392,18;0,74
33706;3392,18;0,74
33707;3392,18;0,74
33708;3392,56;0,74
33709;3392,56;0,74
33710;3392,56;0,74
33711;3392,56;0,74
33712;3392,18;0,74
33713;3392,18;0,74
33714;3392,18;0,74
33715;3392,18;0,74
33716;3392,18;0,74
33717;3392,18;0,74
33718;3392,18;0,74
33719;3392,18;0,74
33720;3392,18;0,74
33721;3392,18;0,74
33722;3392,18;0,74
33723;3392,56;0,74
33724;3392,56;0,74
33725;3392,56;0,74
33726;3392,56;0,74
33727;3392,56;0,74
33728;3392,56;0,74
33729;3392,56;0,74
33730;3392,56;0,74
33731;3392,56;0,74
33732;3392,56;0,74
33733;3392,56;0,74
33734;3392,18;0,74
33735;3392,18;0,74
33736;3392,18;0,74
33737;3392,18;0,74
33738;3392,18;0,74
33739;3392,18;0,74
33740;3392,18;0,74
33741;3392,18;0,75
33742;3392,18;0,75
33743;3392,18;0,75
33744;3392,56;0,75
33745;3392,56;0,75
33746;3392,18;0,74
33747;3392,18;0,74
33748;3392,18;0,75
33749;3392,18;0,75
33750;3392,18;0,75
33751;3392,18;0,75
33752;3392,18;0,75
33753;3392,18;0,75
33754;3392,18;0,75
33755;3392,18;0,75
33756;3392,18;0,74
33757;3392,18;0,75
33758;3392,18;0,75
33759;3392,56;0,75
33760;3392,56;0,75
33761;3392,56;0,75
33762;3392,56;0,75
33763;3392,56;0,75
33764;3392,56;0,74
33765;3392,56;0,75
33766;3392,56;0,75
33767;3392,56;0,75
33768;3392,56;0,75
33769;3392,56;0,75
33770;3392,18;0,75
33771;3392,18;0,75
33772;3392,18;0,75
33773;3392,18;0,75
33774;3392,18;0,75
33775;3392,18;0,75
33776;3392,18;0,75
33777;3391,8;0,75
33778;3391,8;0,74
33779;3391,8;0,74
33780;3391,8;0,74
33781;3391,8;0,75
33782;3392,18;0,75
33783;3392,18;0,75
33784;3392,18;0,75
33785;3392,18;0,74
33786;3392,18;0,74
33787;3392,18;0,74
33788;3392,18;0,74
33789;3392,18;0,74
33790;3392,56;0,74
33791;3392,18;0,74
33792;3392,18;0,74
33793;3392,18;0,74
33794;3392,18;0,74
33795;3392,18;0,74
33796;3392,18;0,74
33797;3392,18;0,74
33798;3392,18;0,74
33799;3392,18;0,74
33800;3392,18;0,74
33801;3392,18;0,74
33802;3391,8;0,74
33803;3392,18;0,74
33804;3392,18;0,74
33805;3392,18;0,74
33806;3392,18;0,74
33807;3392,18;0,74
33808;3392,18;0,74
33809;3392,18;0,74
33810;3392,18;0,74
33811;3392,18;0,74
33812;3392,18;0,74
33813;3392,18;0,74
33814;3392,18;0,74
33815;3392,18;0,74
33816;3392,18;0,74
33817;3392,18;0,74
33818;3392,18;0,74
33819;3392,18;0,74
33820;3392,18;0,74
33821;3391,8;0,74
33822;3391,8;0,74
33823;3391,8;0,74
33824;3391,8;0,74
33825;3391,8;0,74
33826;3391,8;0,74
33827;3391,8;0,74
33828;3391,8;0,74
33829;3391,8;0,74
33830;3391,8;0,74
33831;3391,8;0,74
33832;3391,8;0,74
33833;3391,8;0,74
33834;3391,8;0,74
33835;3391,42;0,74
33836;3391,42;0,74
33837;3391,8;0,74
33838;3391,42;0,74
33839;3391,42;0,74
33840;3391,8;0,74
33841;3391,8;0,74
33842;3391,8;0,74
33843;3391,8;0,74
33844;3391,8;0,74
33845;3391,8;0,74
33846;3391,8;0,74
33847;3391,8;0,74
33848;3392,18;0,74
33849;3392,18;0,74
33850;3392,18;0,74
33851;3392,18;0,74
33852;3392,18;0,74
33853;3392,18;0,74
33854;3392,18;0,74
33855;3392,18;0,74
33856;3392,18;0,74
33857;3392,18;0,74
33858;3392,18;0,74
33859;3392,18;0,74
33860;3392,18;0,74
33861;3392,18;0,74
33862;3392,18;0,74
33863;3392,18;0,74
33864;3392,18;0,73
33865;3391,8;0,74
33866;3391,8;0,74
33867;3391,8;0,73
33868;3391,8;0,74
33869;3391,8;0,73
33870;3391,8;0,73
33871;3391,8;0,74
33872;3391,8;0,73
33873;3391,8;0,73
33874;3392,18;0,74
33875;3392,18;0,73
33876;3392,18;0,73
33877;3392,18;0,73
33878;3392,18;0,73
33879;3392,18;0,73
33880;3392,18;0,73
33881;3392,18;0,73
33882;3392,18;0,73
33883;3392,18;0,74
33884;3392,18;0,73
33885;3392,18;0,74
33886;3392,18;0,74
33887;3392,18;0,73
33888;3392,18;0,73
33889;3392,18;0,73
33890;3392,18;0,73
33891;3392,18;0,73
33892;3392,18;0,73
33893;3391,8;0,74
33894;3391,8;0,74
33895;3392,18;0,74
33896;3392,18;0,73
33897;3392,18;0,74
33898;3392,18;0,73
33899;3392,18;0,73
33900;3392,18;0,73
33901;3392,18;0,73
33902;3392,18;0,73
33903;3392,18;0,73
33904;3392,18;0,73
33905;3392,18;0,73
33906;3392,18;0,73
33907;3392,18;0,73
33908;3392,18;0,73
33909;3392,18;0,73
33910;3392,18;0,73
33911;3392,18;0,73
33912;3392,18;0,73
33913;3392,18;0,73
33914;3392,18;0,73
33915;3392,18;0,73
33916;3391,8;0,73
33917;3391,8;0,73
33918;3391,8;0,73
33919;3391,8;0,73
33920;3391,8;0,73
33921;3391,8;0,73
33922;3391,8;0,73
33923;3391,8;0,73
33924;3391,8;0,73
33925;3391,8;0,73
33926;3391,8;0,73
33927;3391,8;0,73
33928;3391,8;0,73
33929;3391,8;0,73
33930;3392,18;0,73
33931;3392,18;0,73
33932;3392,18;0,73
33933;3392,18;0,73
33934;3392,18;0,73
33935;3392,18;0,73
33936;3392,18;0,73
33937;3392,18;0,73
33938;3392,18;0,73
33939;3392,18;0,73
33940;3392,18;0,73
33941;3392,18;0,73
33942;3392,18;0,73
33943;3392,18;0,73
33944;3392,18;0,73
33945;3392,18;0,73
33946;3392,18;0,73
33947;3392,18;0,73
33948;3392,18;0,73
33949;3392,18;0,73
33950;3392,18;0,73
33951;3392,18;0,73
33952;3392,18;0,73
33953;3392,18;0,73
33954;3392,18;0,73
33955;3392,18;0,73
33956;3392,18;0,73
33957;3392,18;0,73
33958;3392,18;0,73
33959;3392,18;0,73
33960;3392,18;0,73
33961;3392,18;0,73
33962;3392,18;0,73
33963;3391,8;0,73
33964;3391,8;0,73
33965;3392,18;0,73
33966;3392,18;0,73
33967;3392,18;0,73
33968;3392,18;0,73
33969;3392,18;0,73
33970;3392,18;0,73
33971;3392,18;0,73
33972;3392,18;0,73
33973;3392,18;0,73
33974;3392,18;0,73
33975;3392,18;0,73
33976;3392,18;0,73
33977;3392,18;0,73
33978;3392,18;0,73
33979;3392,18;0,73
33980;3391,8;0,73
33981;3391,8;0,73
33982;3391,8;0,73
33983;3391,8;0,73
33984;3391,8;0,73
33985;3391,8;0,73
33986;3391,8;0,73
33987;3391,8;0,73
33988;3391,8;0,73
33989;3391,8;0,73
33990;3391,42;0,73
33991;3391,42;0,73
33992;3391,42;0,73
33993;3391,42;0,73
33994;3391,42;0,73
33995;3391,42;0,73
33996;3391,42;0,73
33997;3391,42;0,73
33998;3391,42;0,73
33999;3391,42;0,73
34000;3391,42;0,73
34001;3391,42;0,73
34002;3391,42;0,73
34003;3391,42;0,73
34004;3391,42;0,73
34005;3391,42;0,73
34006;3391,42;0,73
34007;3391,42;0,73
34008;3391,8;0,73
34009;3391,8;0,73
34010;3391,8;0,73
34011;3391,8;0,73
34012;3391,8;0,73
34013;3391,8;0,73
34014;3391,8;0,73
34015;3391,8;0,73
34016;3391,8;0,73
34017;3391,8;0,73
34018;3391,8;0,73
34019;3391,42;0,73
34020;3391,42;0,73
34021;3391,42;0,73
34022;3391,42;0,73
34023;3391,42;0,73
34024;3391,42;0,73
34025;3391,42;0,73
34026;3391,42;0,73
34027;3391,42;0,73
34028;3391,42;0,73
34029;3391,42;0,73
34030;3391,8;0,73
34031;3391,8;0,73
34032;3391,8;0,73
34033;3391,8;0,73
34034;3392,18;0,73
34035;3392,18;0,73
34036;3392,18;0,73
34037;3392,18;0,73
34038;3392,18;0,73
34039;3392,18;0,73
34040;3392,18;0,73
34041;3392,18;0,73
34042;3391,8;0,73
34043;3391,8;0,73
34044;3391,8;0,73
34045;3391,8;0,73
34046;3391,8;0,73
34047;3391,8;0,73
34048;3391,42;0,73
34049;3391,42;0,73
34050;3391,42;0,73
34051;3391,42;0,74
34052;3391,42;0,74
34053;3391,42;0,74
34054;3391,8;0,73
34055;3391,8;0,74
34056;3391,8;0,74
34057;3391,8;0,73
34058;3391,8;0,74
34059;3391,8;0,74
34060;3391,8;0,74
34061;3391,8;0,74
34062;3391,8;0,74
34063;3391,8;0,74
34064;3392,18;0,74
34065;3392,18;0,74
34066;3392,18;0,74
34067;3392,18;0,74
34068;3391,8;0,74
34069;3391,8;0,74
34070;3391,8;0,74
34071;3391,8;0,74
34072;3391,8;0,74
34073;3391,8;0,74
34074;3391,8;0,74
34075;3391,8;0,74
34076;3391,8;0,74
34077;3391,8;0,74
34078;3391,8;0,74
34079;3391,8;0,74
34080;3391,8;0,74
34081;3391,42;0,74
34082;3391,42;0,74
34083;3391,42;0,74
34084;3391,42;0,74
34085;3391,42;0,74
34086;3391,42;0,74
34087;3391,42;0,74
34088;3391,42;0,74
34089;3391,8;0,74
34090;3391,8;0,74
34091;3391,8;0,74
34092;3391,8;0,74
34093;3391,8;0,74
34094;3391,8;0,74
34095;3391,8;0,74
34096;3391,8;0,74
34097;3391,8;0,74
34098;3391,8;0,74
34099;3391,8;0,74
34100;3392,18;0,74
34101;3392,18;0,74
34102;3392,18;0,74
34103;3392,18;0,74
34104;3392,18;0,74
34105;3392,18;0,74
34106;3392,18;0,74
34107;3392,18;0,74
34108;3392,18;0,74
34109;3392,18;0,74
34110;3392,18;0,74
34111;3392,18;0,74
34112;3392,18;0,74
34113;3392,18;0,74
34114;3392,18;0,74
34115;3392,18;0,74
34116;3392,18;0,74
34117;3392,18;0,74
34118;3392,18;0,74
34119;3392,18;0,74
34120;3392,18;0,74
34121;3392,18;0,74
34122;3392,56;0,74
34123;3392,56;0,74
34124;3392,56;0,74
34125;3392,56;0,74
34126;3392,56;0,74
34127;3392,56;0,74
34128;3392,56;0,74
34129;3392,56;0,74
34130;3392,56;0,74
34131;3392,56;0,74
34132;3392,56;0,74
34133;3392,18;0,74
34134;3392,18;0,74
34135;3392,18;0,74
34136;3392,18;0,74
34137;3392,18;0,74
34138;3392,18;0,74
34139;3391,8;0,74
34140;3391,8;0,74
34141;3391,8;0,74
34142;3391,8;0,74
34143;3391,8;0,74
34144;3391,8;0,74
34145;3391,8;0,74
34146;3391,8;0,74
34147;3391,8;0,74
34148;3391,8;0,74
34149;3391,8;0,74
34150;3391,8;0,74
34151;3391,8;0,74
34152;3391,8;0,74
34153;3392,18;0,74
34154;3392,18;0,74
34155;3392,18;0,74
34156;3392,56;0,74
34157;3392,56;0,74
34158;3392,56;0,74
34159;3392,56;0,74
34160;3392,56;0,74
34161;3392,56;0,74
34162;3392,56;0,74
34163;3392,94;0,74
34164;3392,94;0,74
34165;3392,94;0,74
34166;3392,56;0,74
34167;3392,56;0,74
34168;3392,56;0,74
34169;3392,56;0,74
34170;3392,56;0,74
34171;3392,56;0,74
34172;3392,56;0,74
34173;3392,56;0,74
34174;3392,56;0,74
34175;3392,56;0,74
34176;3392,56;0,74
34177;3392,94;0,74
34178;3392,94;0,74
34179;3392,94;0,74
34180;3392,94;0,74
34181;3392,94;0,74
34182;3392,94;0,74
34183;3392,94;0,74
34184;3392,94;0,74
34185;3392,94;0,74
34186;3392,94;0,74
34187;3392,94;0,74
34188;3392,94;0,74
34189;3392,94;0,74
34190;3392,94;0,74
34191;3392,94;0,74
34192;3392,94;0,74
34193;3392,94;0,74
34194;3392,94;0,74
34195;3392,94;0,74
34196;3392,94;0,74
34197;3392,94;0,74
34198;3392,94;0,74
34199;3392,56;0,74
34200;3392,56;0,74
34201;3392,56;0,74
34202;3392,56;0,74
34203;3392,56;0,74
34204;3392,94;0,74
34205;3392,94;0,74
34206;3392,94;0,74
34207;3392,94;0,74
34208;3392,94;0,74
34209;3392,94;0,74
34210;3392,94;0,74
34211;3392,94;0,74
34212;3393,33;0,74
34213;3393,33;0,74
34214;3392,94;0,74
34215;3392,94;0,74
34216;3392,94;0,74
34217;3392,94;0,74
34218;3392,94;0,74
34219;3392,94;0,74
34220;3392,94;0,74
34221;3392,94;0,74
34222;3392,56;0,74
34223;3392,56;0,74
34224;3392,56;0,74
34225;3392,56;0,74
34226;3392,56;0,74
34227;3392,56;0,74
34228;3392,56;0,74
34229;3392,56;0,74
34230;3392,56;0,74
34231;3392,56;0,74
34232;3392,56;0,74
34233;3392,56;0,74
34234;3392,56;0,74
34235;3392,56;0,74
34236;3392,56;0,74
34237;3392,56;0,74
34238;3392,94;0,74
34239;3392,94;0,74
34240;3392,94;0,74
34241;3392,94;0,74
34242;3392,94;0,74
34243;3392,94;0,74
34244;3392,94;0,74
34245;3393,33;0,74
34246;3393,33;0,74
34247;3393,33;0,74
34248;3393,33;0,74
34249;3393,33;0,74
34250;3393,33;0,74
34251;3393,33;0,74
34252;3393,33;0,74
34253;3393,33;0,74
34254;3393,33;0,74
34255;3393,33;0,74
34256;3393,33;0,74
34257;3393,33;0,74
34258;3393,33;0,74
34259;3393,33;0,74
34260;3393,33;0,74
34261;3393,33;0,74
34262;3393,33;0,74
34263;3393,33;0,74
34264;3393,33;0,74
34265;3393,33;0,74
34266;3393,33;0,74
34267;3393,33;0,74
34268;3393,71;0,74
34269;3393,71;0,74
34270;3393,71;0,74
34271;3393,71;0,74
34272;3393,71;0,74
34273;3393,71;0,74
34274;3393,71;0,74
34275;3393,71;0,74
34276;3393,71;0,74
34277;3393,33;0,74
34278;3393,33;0,74
34279;3393,33;0,74
34280;3393,33;0,74
34281;3393,33;0,74
34282;3393,33;0,74
34283;3393,33;0,74
34284;3393,33;0,74
34285;3393,33;0,74
34286;3393,33;0,74
34287;3393,33;0,74
34288;3393,33;0,74
34289;3393,33;0,74
34290;3393,33;0,74
34291;3393,33;0,74
34292;3393,33;0,74
34293;3393,33;0,74
34294;3393,33;0,74
34295;3393,33;0,74
34296;3393,33;0,74
34297;3393,33;0,74
34298;3393,33;0,74
34299;3393,33;0,74
34300;3393,33;0,74
34301;3393,33;0,74
34302;3393,33;0,74
34303;3393,33;0,74
34304;3393,33;0,74
34305;3393,33;0,74
34306;3392,94;0,74
34307;3392,94;0,74
34308;3392,94;0,74
34309;3392,94;0,73
34310;3392,94;0,74
34311;3392,94;0,74
34312;3392,94;0,74
34313;3392,94;0,74
34314;3392,94;0,74
34315;3392,94;0,74
34316;3392,94;0,74
34317;3392,94;0,73
34318;3392,94;0,74
34319;3392,94;0,74
34320;3392,94;0,73
34321;3392,94;0,74
34322;3392,56;0,74
34323;3392,56;0,74
34324;3392,56;0,73
34325;3392,56;0,74
34326;3392,56;0,74
34327;3392,56;0,73
34328;3392,94;0,73
34329;3392,94;0,74
34330;3392,94;0,74
34331;3392,94;0,74
34332;3392,94;0,74
34333;3392,94;0,73
34334;3392,94;0,73
34335;3393,33;0,74
34336;3393,33;0,74
34337;3393,33;0,74
34338;3393,33;0,74
34339;3393,33;0,74
34340;3393,33;0,74
34341;3393,71;0,74
34342;3393,71;0,74
34343;3393,71;0,74
34344;3393,71;0,73
34345;3393,71;0,74
34346;3393,71;0,74
34347;3393,71;0,74
34348;3393,71;0,73
34349;3393,71;0,73
34350;3393,33;0,74
34351;3393,33;0,73
34352;3393,33;0,73
34353;3393,33;0,73
34354;3393,33;0,73
34355;3393,33;0,74
34356;3393,33;0,73
34357;3393,33;0,74
34358;3393,33;0,74
34359;3393,33;0,73
34360;3393,33;0,74
34361;3393,33;0,73
34362;3393,33;0,73
34363;3393,33;0,74
34364;3392,94;0,74
34365;3392,94;0,73
34366;3392,94;0,74
34367;3393,33;0,74
34368;3392,56;0,73
34369;3392,18;0,73
34370;3392,18;0,73
34371;3391,8;0,74
34372;3391,42;0,74
34373;3391,42;0,74
34374;3391,42;0,74
34375;3391,42;0,74
34376;3391,8;0,74
34377;3391,8;0,74
34378;3391,8;0,73
34379;3391,8;0,73
34380;3391,8;0,73
34381;3391,8;0,74
34382;3392,56;0,73
34383;3392,18;0,74
34384;3392,18;0,74
34385;3391,8;0,74
34386;3391,8;0,74
34387;3391,8;0,74
34388;3391,42;0,74
34389;3391,04;0,74
34390;3390,65;0,74
34391;3390,27;0,74
34392;3389,89;0,74
34393;3389,51;0,74
34394;3389,13;0,74
34395;3388,75;0,74
34396;3388,75;0,74
34397;3388,75;0,74
34398;3388,36;0,74
34399;3387,98;0,74
34400;3387,98;0,74
34401;3387,98;0,74
34402;3387,98;0,74
34403;3387,6;0,74
34404;3387,6;0,74
34405;3387,6;0,74
34406;3387,6;0,74
34407;3387,6;0,74
34408;3387,6;0,74
34409;3387,6;0,74
34410;3387,6;0,74
34411;3387,6;0,74
34412;3387,6;0,74
34413;3387,6;0,74
34414;3387,6;0,74
34415;3387,6;0,74
34416;3387,6;0,74
34417;3387,6;0,74
34418;3387,98;0,74
34419;3387,98;0,74
34420;3387,98;0,74
34421;3387,98;0,74
34422;3387,98;0,74
34423;3387,98;0,74
34424;3387,98;0,74
34425;3388,36;0,74
34426;3388,36;0,74
34427;3388,36;0,74
34428;3388,36;0,74
34429;3388,36;0,74
34430;3387,98;0,74
34431;3387,98;0,74
34432;3387,98;0,74
34433;3387,98;0,74
34434;3387,98;0,74
34435;3387,98;0,74
34436;3387,98;0,74
34437;3387,98;0,74
34438;3387,98;0,74
34439;3387,98;0,74
34440;3387,98;0,74
34441;3387,98;0,74
34442;3387,98;0,74
34443;3387,98;0,74
34444;3387,98;0,74
34445;3387,98;0,74
34446;3387,6;0,74
34447;3387,98;0,74
34448;3387,98;0,74
34449;3387,98;0,74
34450;3387,98;0,74
34451;3387,98;0,74
34452;3387,98;0,74
34453;3387,98;0,74
34454;3387,98;0,74
34455;3387,98;0,74
34456;3387,98;0,74
34457;3387,98;0,74
34458;3387,98;0,74
34459;3387,98;0,74
34460;3387,98;0,74
34461;3387,98;0,74
34462;3387,98;0,74
34463;3387,98;0,74
34464;3387,98;0,74
34465;3387,98;0,74
34466;3387,98;0,74
34467;3387,98;0,74
34468;3387,98;0,74
34469;3387,98;0,74
34470;3388,36;0,74
34471;3388,36;0,74
34472;3388,36;0,74
34473;3388,36;0,74
34474;3388,36;0,74
34475;3388,36;0,74
34476;3388,36;0,74
34477;3388,36;0,74
34478;3388,36;0,74
34479;3388,36;0,74
34480;3388,36;0,74
34481;3387,98;0,74
34482;3387,98;0,74
34483;3387,98;0,74
34484;3387,98;0,74
34485;3387,98;0,74
34486;3387,98;0,74
34487;3387,98;0,74
34488;3387,98;0,74
34489;3387,98;0,74
34490;3387,98;0,74
34491;3387,98;0,74
34492;3387,98;0,74
34493;3387,98;0,74
34494;3387,98;0,74
34495;3387,98;0,74
34496;3387,98;0,74
34497;3387,98;0,74
34498;3387,98;0,74
34499;3387,98;0,74
34500;3387,98;0,74
34501;3387,98;0,74
34502;3388,36;0,74
34503;3388,36;0,74
34504;3388,36;0,74
34505;3388,36;0,74
34506;3388,36;0,74
34507;3388,36;0,74
34508;3388,36;0,74
34509;3388,36;0,74
34510;3388,36;0,74
34511;3388,36;0,74
34512;3388,36;0,74
34513;3388,36;0,74
34514;3388,36;0,74
34515;3387,98;0,74
34516;3387,98;0,74
34517;3387,98;0,74
34518;3387,98;0,74
34519;3387,98;0,74
34520;3387,98;0,74
34521;3388,36;0,74
34522;3388,36;0,74
34523;3387,98;0,74
34524;3387,98;0,74
34525;3387,98;0,74
34526;3387,98;0,74
34527;3387,98;0,74
34528;3388,36;0,74
34529;3387,98;0,74
34530;3387,98;0,74
34531;3387,98;0,74
34532;3388,36;0,74
34533;3388,36;0,74
34534;3388,36;0,74
34535;3387,98;0,74
34536;3388,36;0,74
34537;3388,36;0,74
34538;3388,36;0,74
34539;3388,36;0,74
34540;3388,36;0,74
34541;3388,36;0,74
34542;3388,36;0,74
34543;3388,36;0,74
34544;3388,36;0,74
34545;3388,36;0,74
34546;3388,36;0,74
34547;3388,36;0,74
34548;3388,36;0,74
34549;3388,36;0,74
34550;3388,36;0,74
34551;3388,36;0,74
34552;3388,36;0,74
34553;3388,36;0,74
34554;3388,36;0,74
34555;3388,36;0,74
34556;3388,36;0,74
34557;3388,36;0,74
34558;3388,36;0,74
34559;3388,36;0,74
34560;3387,98;0,74
34561;3387,98;0,74
34562;3387,98;0,74
34563;3388,36;0,74
34564;3387,98;0,74
34565;3387,98;0,74
34566;3387,98;0,74
34567;3387,98;0,74
34568;3387,98;0,74
34569;3387,98;0,74
34570;3387,98;0,74
34571;3387,98;0,74
34572;3387,98;0,74
34573;3387,98;0,74
34574;3387,98;0,74
34575;3387,98;0,74
34576;3387,98;0,74
34577;3387,6;0,74
34578;3387,6;0,74
34579;3387,6;0,74
34580;3387,6;0,74
